CountNormalized1;CountNormalized2;CommonElements;IncorrectlyGenerated;CommonPercentage;Minimal diagnosis - GPT
45;45;45;0;1,0;"A6, M1, M4
A5, M3, A3
A5, M1, M4
A6, M1, A3
A6, M1, A5
A5, M1, A3
A6, M3, A2
A6, A4, A2
A6, M3, M4
A6, A4, M4
A5, A4, A2
A5, A4, M4
A6, M3, A3
A6, A4, A3
A6, M3, A5
A6, A1, M2
A5, A4, A3
A5, A1, M2
A6, A4, A5
M5, M2
M5, A6, A4
M5, A6, A5
A5, M3, M2
M5, A6, M1
A6, A1, A2
A6, M1, M2
A5, A1, A2
A5, M1, M2
A5, A1, M4
A6, A1, M4
A5, M3, M4
A6, A1, A3
A6, A1, A5
A5, A1, A3
M5, A2
A6, M3, M2
M5, M4
A6, A4, M2
M5, A6, M3
A6, M1, A2
A5, M3, A2
M5, A6, A1
A5, A4, M2
M5, A3
A5, M1, A2"
29;29;29;0;1,0;"M5, A4
M5, A5
A6, M1, M4
M5, M1
A6, M1, A3
M5, A6, M2
A6, M3, A2
A6, A4, A2
A6, M3, M4
A6, A4, M4
A6, M3, A3
A6, A4, A3
M5, A1
M5, M3
A6, A1, M2
M5, A6, A2
A5, A4
M5, A6, M4
A5, M1
M5, A6, A3
A6, A1, A2
A6, M1, M2
A6, A1, M4
A6, A1, A3
A5, A1
A5, M3
A6, M3, M2
A6, M1, A2
A6, A4, M2"
25;25;25;0;1,0;"A1, M2
M5, A6
M5, M4, A5
A4, A6, A5
M1, M2
M3, M2
A4, M2
A1, A2
A1, M4
A1, A3
A1, A6, A5
M1, A2
M1, M4
M1, A6, A5
M3, A2
M1, A3
A4, A2
M3, M4
M5, M2, A5
M3, A6, A5
A4, M4
M3, A3
A4, A3
M5, A2, A5
M5, A3, A5"
9;9;9;0;1,0;"A6, A5
A6, M5, A1
A6, M5, M3
A3
M2
A2
A6, M5, A4
A6, M5, M1
M4"
0;0;0;0;1,0;
49;29;2;27;0,04081632653061224;"M5, A4
M5, A5
A6, M1, M4
M5, M1
A6, M1, A3
M5, A6, M2
A6, M3, A2
A6, A4, A2
A6, M3, M4
A6, A4, M4
A6, M3, A3
A6, A4, A3
M5, A1
M5, M3
A6, A1, M2
M5, A6, A2
A5, A4
M5, A6, M4
A5, M1
M5, A6, A3
A6, A1, A2
A6, M1, M2
A6, A1, M4
A6, A1, A3
A5, A1
A5, M3
A6, M3, M2
A6, M1, A2
A6, A4, M2"
37;37;37;0;1,0;"M7, M9
M7, M3
A1, M5, M8
M7, M5, A4
A5, M5, M8
M1, M5, M8
A1, A2
M7, M5, A6
A5, A2
A1, M4
M2
A5, M4
A1, A3
A5, A3
A1, M5, M6
M1, A2
A5, M5, M6
M1, M4
M1, M5, M6
M1, A3
A1, M9
A1, M5, A4
M7, A2
A5, M9
A5, M5, A4
M1, M5, A4
M7, M5, M8
A1, M5, A6
A1, M3
M7, M4
A5, M5, A6
A5, M3
M1, M5, A6
M1, M9
M7, A3
M1, M3
M7, M5, M6"
165;60;60;0;0,36363636363636365;"M7, M5, A2
M2, A4, M4
A1, M6, A2
M2, A6, A3
A1, M6, M4
M2, A6, A5
M2, M5, M6
M7, M5, A3
A1, A6, A2
M7, A6, M3
A1, A6, M4
M1, A6, A2
M1, M6, M9
M1, A6, M4
M2, M8, M7
M2, M5, A3
M1, M8, A2
A5, A4, A3
A1, A6, A3
M2, M8, M1
M1, M8, M4
M2, M5, A5
A1, M5, M6
M2, M5, A4
M7, M6, M4
M1, M5, M6
A1, M5, A2
M7, M5, M3
A1, M6, M3
M1, M5, A2
M1, M5, M4
M2, M8, M9
A5, A6, M9
M1, A4, M9
A1, M5, A3
A1, A6, M3
A5, M6, A2
A5, M8, M9
M1, A6, M3
M7, A6, M4
M1, M8, M3
A5, M6, A3
A5, M5, M4
M2, M5, A1
M2, M5, M3
A1, M5, A6
A5, A4, A2
M2, M5, M4
M7, M5, A6
A1, M5, M4
M1, M5, A2
M1, M6, M9
M2, M6, M3
M2, M5, A6
A1, M6, A3
M2, M6, A1
M2, M5, M8
M2, M5, M9
M1, M5, M8
M7, M5, M6"
37;37;37;0;1,0;"M6, M2, A1
A6, M3
M8, M2, M1
A4, M3
M8, M2, M7
M8, M2, A5
A4, M2, M7
A4, M2, A5
A4, M2, M1
M6, A2
M8, M9
M6, M4
M6, A3
M8, M3
A6, M2, M7
A6, M2, A5
M8, M2, A1
A6, M2, M1
M5
A4, M2, A1
A6, A2
A4, A2
A6, M4
M6, M9
A4, M4
A6, A3
M6, M2, M7
M6, M2, A5
M6, M3
M6, M2, M1
A4, A3
A6, M2, A1
M8, A2
M8, M4
A6, M9
M8, A3
A4, M9"
13;13;13;0;1,0;"M5, A4
M9
M2, A1
M5, A6
M3
M5, M8
A2
M2, M7
M2, A5
M2, M1
M4
M5, M6
A3"
49;49;48;1;0,9795918367346939;"M5, A4
M6, M2, A1
A6, M3
M8, M2, M1
A4, M3
M5, A6
M8, M2, M7
M8, M2, A5
A4, M2, M7
A4, M2, A5
A4, M2, M1
M6, A2
M8, M9
M6, M4
M5, M9
M6, A3
M8, M3
M5, M3
A6, M2, M7
A6, M2, A5
M8, M2, A1
A6, M2, M1
A4, M2, A1
A6, A2
M5
A4, A2
M5, M2, M7
M5, M2, A5
A6, M4
M6, M9
M5, M2, M1
A4, M4
A6, A3
M6, M2, M7
M6, M2, A5
M6, M3
M6, M2, M1
A4, A3
A6, M2, A1
M5, M6
M8, A2
M8, M4
M5, A2
M5, M4
A6, M9
M8, A3
M5, M2, A1
A4, M9
M5, A3"
93;47;15;32;0,16129032258064516;"M7, M9
M7, M3
A1, M5, M8
M7, M5, A4
A5, A4, A3
A1, A6, A2
M5, A6
M1, A6, A2
M1, M5
M2
A4, A2
M5, M2, M7
M5, M2, A5
A6, M4
M6, M9
A4, M4
A6, A3
M6, M2, M7
M6, M2, A5
M6, M3
M6, M2, M1
A4, A3
A6, M2, A1
M5, M6
M8, A2
M8, M4
M5, A2
M5, M4
A6, M9
M8, A3
M5, M2, A1
A4, M9
M5, A3
A1, M5, A4
M7, A6, A2
M2, A6
A1, A4, M3
A1, M8, M9
M7, M6, A3
M7, M8, M9
M1, A4, A2
A5, A4, M9
M2, M5, M9
A5, M5, A6
A1, M6, A3
M2, M5, M4
M7, M5, M6"
0;0;0;0;1,0;
1;1;1;0;1,0;A1
0;0;0;0;1,0;
3;3;3;0;1,0;"A2
A1
O1"
0;0;0;0;1,0;
4;4;4;0;1,0;"O2, O3
O1
O2, A2
A1"
4;4;4;0;1,0;"O2, O1
O3
A2
O2, A1"
5;5;5;0;1,0;"A1, O3
O1, A2
O2
A1, A2
O1, O3"
0;0;0;0;1,0;
3;3;3;0;1,0;"A3
A4
A6"
4;4;4;0;1,0;"A2
A1
A5
A7"
12;12;12;0;1,0;"A3, A2
A4, A5
A3, A1
A6, A2
A6, A5
A4, A2
A4, A1
A6, A1
A3, A5
A3, A7
A4, A7
A6, A7"
0;0;0;0;1,0;
3;3;3;0;1,0;"O6
O3
O4"
4;4;4;0;1,0;"O5
O1
O7
O2"
12;12;12;0;1,0;"O4, O2
O6, O5
O3, O5
O6, O2
O6, O7
O3, O7
O4, O5
O4, O7
O3, O2
O6, O1
O3, O1
O4, O1"
0;0;0;0;1,0;
3;3;3;0;1,0;"A2
O2
A4"
4;4;4;0;1,0;"A3
O3
A1
O1"
12;12;12;0;1,0;"A4, O1
O2, A3
A4, O3
O2, O3
O2, O1
A2, A1
A4, A1
O2, A1
A4, A3
A2, A3
A2, O3
A2, O1"
0;0;0;0;1,0;
5;5;5;0;1,0;"O2
O1
A4
A2
A1"
9;9;9;0;1,0;"O4
O2, O1
O2, A4
A3
A2, A1
O3
O2, A1
A2, A4
A2, O1"
21;21;21;0;1,0;"O2, A3
O2, O1
O2, A4
O1, O4
A2, A4
A4, O4
A1, O3
A2, A1
O1, O3
O2, A1
A1, A3
A2, O4
O2, O4
A4, O3
O1, A3
A2, O3
A4, A3
O2, O3
A1, O4
A2, A3
A2, O1"
0;0;0;0;1,0;
5;5;5;0;1,0;"O4, A1
O4, A2
O3
O4, O2
O4, O1"
5;5;5;0;1,0;"O3, A1
O4
O3, A2
O3, O2
O3, O1"
9;9;9;0;1,0;"O3, A1
O3, A2
O4, A1
O4, A2
O3, O4
O3, O2
O4, O2
O3, O1
O4, O1"
0;0;0;0;1,0;
21;21;21;0;1,0;"A6, O1, A2
A6, O3, O4
A5, O3
A6, A4, A2
O5
A6, O1, O2
A6, A1, O4
A6, O1, A3
A6, A4, A3
A6, A4, O2
A5, A4
A5, O1
A6, O3, A2
A6, O3, O2
A6, O3, A3
A6, A1, A2
A6, O1, O4
A6, A1, O2
A6, A1, A3
A6, A4, O4
A5, A1"
29;29;29;0;1,0;"A6, O3, O4
A6, O1, A2
A5, O3
A6, A4, A2
O5, O3
A6, O1, O2
A6, A1, O4
A6, O1, A3
O5, A6, O4
A6, A4, A3
A6, A4, O2
O5, O1
O5, A5
A5, A4
A5, O1
O5, A4
A6, O3, A2
A6, O3, O2
A6, A1, A2
A6, O3, A3
O5, A6, A2
A6, O1, O4
A6, A1, O2
O5, A1
A6, A4, O4
A6, A1, A3
A5, A1
O5, A6, O2
O5, A6, A3"
57;35;13;22;0,22807017543859648;"A6, O3, O4
A5, M3, A2
A5, M1, M4
A6, M1, A3
A5, M1, A4
A5, M1, A3
A6, M3, A2
A6, A4, A2
A6, M3, M4
A6, A4, M4
A5, A4, A2
A5, A4, M4
A6, M3, A3
A6, A4, A3
A6, M3, A5
A6, A1, M2
A5, A4, A3
A5, A1, M2
A6, A4, A5
M5
A5, A2, A1
A6, A1, O4
A6, A1, A2
A5, A1, O4
A5, A1, A3
A5, A4, O2
A6, A1, O2
A5, A4, M4
A5, A1, M4
A5, A1, M3
A5, A1, M2
A5, A1, M6
A5, A1, M7
A5, A1, M8
A5, A1, M9"
9;9;9;0;1,0;"O4
O2
A3
A6, O3
A6, A1
A2
A6, O1
A6, A4
A6, A5"
9;9;9;0;1,0;"A6, A2
O3
O1
A5
A4
A6, O2
A1
A6, O4
A6, A3"
21;21;21;0;1,0;"O5, A2, A4
O5, O4, A1
O5, O2, O1
O5, O2, A4
O5, A3, A4
O5, A3, O1
O5, A2, A1
A5, A2
A5, O2
A5, A3
O5, O2, A1
O5, A2, O1
O5, A3, A1
O5, O4, O3
O5, A2, O3
O5, O4, A4
O5, O4, O1
A6
A5, O4
O5, O2, O3
O5, A3, O3"
45;35;29;6;0,6444444444444445;"A6, O5, A2
A6, O1, A2
A5, O3
A6, A4, A2
O5, O3
A6, O1, O2
A6, A1, O4
A6, O1, A3
O5, A6, O4
A6, A4, A3
A5, A4, A2
A5, A4, O4
A6, O3, A3
A6, A4, A3
A6, O3, A5
A6, A1, M2
A5, A4, A3
A5, A1, O4
A6, A1, O4
A6, A1, A2
A5, A1, M4
A6, A1, A3
A5, A1, A2
A6, O1, O4
A6, A1, O2
A6, A1, A3
A6, A4, O4
A5, A1, O2
A6, A1, A5
A5, A1, A3
O5, O4
A5, A4, O4
O5, A6, A4
O5, A6, A5
O5, A6, O1"
0;0;0;0;1,0;
5;5;5;0;1,0;"O7
O2
O1
A5
A1"
49;35;3;32;0,061224489795918366;"O5, A2, A4
A6, O1, A2
A5, O3
A6, A4, A2
O5, O3
A6, O1, O2
A6, A1, O4
A6, O1, A3
O5, A6, O4
A6, A4, A3
A5, A4, A2
A5, A4, O4
A6, O3, A3
A6, A4, A3
A6, O3, A5
A6, A1, M2
A5, A4, A3
A5, A1, O4
A6, A1, O4
A6, A1, A2
A5, A1, M4
A6, A1, A3
A5, A1, A2
A6, O1, O4
A6, A1, O2
A6, A1, A3
A6, A4, O4
A5, A1, O2
A6, A1, A5
A5, A1, A3
O5, O4
A5, A4, O4
O5, A6, A4
O5, A6, A5
O5, A6, O1"
29;1;0;1;0,0;OpenAI Error
49;40;32;8;0,6530612244897959;"O6, O2, A1
A6, O3
O5, A2, A4
O5, O4, A1
O5, O2
A6, O1, A2
A5, A4, A3
A1, A6
O5, A2
A4, A2
A6, O4
O5, O3
A5, O1
A6, A3
O5, A1
O5, O4
A6, A2
O5, O2, A1
O8, A2
O6, O4
A4, A3
A6, O2, A1
A6, O2, A5
O8, O2, A1
O5, A6
O6, O9
A6, A3
O8, A3
O6, O2, O1
A4, A3
O6, O2, A5
A4, O2, A1
O5, O4
A6, O2, A1
O5, O2, O7
O6, O3
O5, O9
O5, O8
O8, O2, O7
O6, A2"
13;13;13;0;1,0;"O2, O1
O2, A5
O4
O9
O2, A1
O5, O6
O5, A4
O5, A6
O3
A2
O2, O7
A3
O5, O8"
5;5;5;0;1,0;"O6
O5
O8
A4
A6"
153;1;0;1;0,0;OpenAI Error
0;1;0;1;0,0;OpenAI Error
4;1;0;1;0,0;OpenAI Error
4;1;0;1;0,0;OpenAI Error
8;8;8;0;1,0;"A1, M3
M2, A1
M2, M3
A1, M4
M2, M4
M2, M1
M1, M3
M1, M4"
0;0;0;0;1,0;
4;1;0;1;0,0;OpenAI Error
3;3;3;0;1,0;"A1
O2
O1"
8;8;8;0;1,0;"A1, O3
O2, O1
O2, O3
O1, O4
O1, O3
A1, O4
O2, A1
O2, O4"
0;1;0;1;0,0;OpenAI Error
3;3;3;0;1,0;"NX1
NO2
NA1"
0;0;0;0;1,0;
1;1;0;1;0,0;OpenAI Error
0;0;0;0;1,0;
3;3;3;0;1,0;"A2
A1
M1"
