CountNormalized1;CountNormalized2;CommonElements;IncorrectlyGenerated;CommonPercentage;Minimal diagnosis - GPT
37;37;37;0;1,0;"A1, M3
M1, M5, M8
M7, M5, A4
M7, M3
M1, M9
M1, A2
M7, M5, M8
M1, M4
M1, A3
A5, M5, A6
A5, M3
M7, M9
A1, M9
A1, A2
A1, M5, A6
M7, A2
A1, A3
M7, M4
M2
A1, M4
M7, A3
A5, M5, M6
A1, M5, M6
A5, M5, A4
A1, M5, A4
M1, M5, A6
A5, M9
M1, M5, M6
A5, A2
A5, M5, M8
M1, M5, A4
A1, M5, M8
A5, M4
M7, M5, A6
A5, A3
M1, M3
M7, M5, M6"
165;44;23;21;0,1393939393939394;"A1, M3
M1, M5, M8
M7, M5, A4
M7, M3
M1, M9
M1, A2
M7, M5, M8
M1, M4
M1, A3
A5, M5, A6
A5, M3
M7, M9
A1, M9
A1, A2
A1, M5, A6
M7, A2
A1, A3
M7, M4
M2
A1, M4
M7, A3
A5, M5, M6
A1, M5, M6
A5, M5, A4
A1, M5, A4
M1, M5, A6
A5, M9
M1, M5, M6
A5, A2
A5, M5, M8
M1, M5, A4
A1, M5, M8
A5, M4
M7, M5, A6
A5, A3
M1, M3
M7, M5, M6
M2, A6, A1
M2, M5, A2
A1, A6, M4
M2, M5, A3
M2, M6, A3
M2, M6, M1
M7, A6, M3"
37;37;37;0;1,0;"M8, A2
M6, A3
M8, M9
M6, M4
M8, M2, A5
M6, M2, M1
A4, M3
M8, M4
M6, M2, M7
M8, A3
A4, M2, A5
A6, A2
A6, M9
A6, M2, A1
M8, M2, M1
M8, M2, M7
M5
A6, M4
A6, A3
A4, M2, M1
A4, M2, M7
A4, A2
A4, M9
A6, M2, M7
M6, M2, A1
A4, A3
M6, M3
A4, M4
A6, M2, A5
M8, M3
M8, M2, A1
A4, M2, A1
A6, M3
A6, M2, M1
M6, M2, A5
M6, A2
M6, M9"
13;13;13;0;1,0;"M5, M8
M9
A2
A3
M4
M2, A1
M5, A6
M3
M2, A5
M5, M6
M5, A4
M2, M1
M2, M7"
49;48;48;0;0,9795918367346939;"M5, M8
M8, A2
M6, A3
M8, M9
M6, M4
M8, M2, A5
M6, M2, M1
A4, M3
M5, A2
M8, M4
M5, M9
M6, M2, M7
M8, A3
A4, M2, A5
A6, A2
A6, M9
M5, M4
A6, M2, A1
M8, M2, M1
M5, M2, A1
M8, M2, M7
A6, M4
A6, A3
A4, M2, M1
A4, M2, M7
M5, M2, M7
A4, A2
A4, M9
A6, M2, M7
M6, M2, A1
M5, A6
A4, A3
M6, M3
A4, M4
A6, M2, A5
M5, M2, A5
M8, M3
M8, M2, A1
M5, M6
M5, A4
M5, M3
A4, M2, A1
A6, M3
A6, M2, M1
M5, M2, M1
M6, M2, A5
M6, A2
M6, M9"
93;38;15;23;0,16129032258064516;"A1, M8, A3
M7, M8, A2
M1, M8, A3
A5, M5
M1, A6, M9
M7, M6, A3
A5, M6, M3
A1, A6, A2
A5, A4, M9
A1, A4, M9
M7, A6, M9
A5, M8, M3
M2, A6
M7, A6, A3
A1, M6, M3
M1, M5, M4
A4, M2, A5
A4, A2
A4, M9
A6, M2, M7
M6, M2, A1
A4, A3
M6, M3
A4, M4
A6, M2, A5
M5, M2, A5
M8, M3
M8, M2, A1
M5, M6
M5, A4
M5, M3
A4, M2, A1
A6, M3
A6, M2, M1
M5, M2, M1
M6, M2, A5
M6, A2
M6, M9"
0;0;0;0;1,0;
1;1;1;0;1,0;A1
0;0;0;0;1,0;
3;3;3;0;1,0;"A1
A2
O1"
0;0;0;0;1,0;
4;4;4;0;1,0;"O2, A2
O1
O2, O3
A1"
4;4;4;0;1,0;"O2, O1
A2
O3
O2, A1"
5;5;5;0;1,0;"O2
A1, O3
A1, A2
O1, A2
O1, O3"
0;0;0;0;1,0;
3;3;3;0;1,0;"A4
A6
A3"
4;4;4;0;1,0;"A1
A7
A2
A5"
12;12;12;0;1,0;"A6, A5
A3, A1
A4, A2
A4, A5
A3, A7
A3, A2
A6, A1
A3, A5
A4, A1
A6, A7
A4, A7
A6, A2"
0;0;0;0;1,0;
3;3;3;0;1,0;"O4
O6
O3"
4;4;4;0;1,0;"O2
O7
O5
O1"
12;12;12;0;1,0;"O6, O5
O4, O2
O6, O7
O3, O2
O3, O1
O4, O1
O3, O5
O4, O7
O4, O5
O3, O7
O6, O2
O6, O1"
0;0;0;0;1,0;
3;3;3;0;1,0;"O2
A4
A2"
4;4;4;0;1,0;"A1
O1
O3
A3"
12;12;12;0;1,0;"O2, O1
A2, A1
A4, O1
O2, O3
O2, A3
A4, O3
A4, A3
A2, O1
A2, O3
O2, A1
A4, A1
A2, A3"
0;0;0;0;1,0;
5;5;5;0;1,0;"O2
A2
O1
A1
A4"
9;9;9;0;1,0;"O4
O2, O1
A2, A1
O3
A3
A2, O1
O2, A1
O2, A4
A2, A4"
21;21;21;0;1,0;"O2, O1
A1, O4
A2, O3
O2, A1
A2, A3
O1, O3
A4, O4
O1, A3
A2, O1
O2, A4
O2, O4
A1, O3
A1, A3
A2, A1
A4, O3
A4, A3
A2, A4
A2, O4
O2, O3
O2, A3
O1, O4"
0;0;0;0;1,0;
5;5;5;0;1,0;"O4, O2
O4, A2
O4, O1
O3
O4, A1"
5;5;5;0;1,0;"O4
O3, O2
O3, A2
O3, O1
O3, A1"
9;9;9;0;1,0;"O3, O2
O4, O2
O3, A2
O4, A2
O3, O1
O4, O1
O3, O4
O3, A1
O4, A1"
0;0;0;0;1,0;
21;21;21;0;1,0;"A6, O1, A3
A5, O1
A6, A4, O4
A5, A1
A6, A4, O2
A6, A1, O2
A6, A1, O4
A6, O3, O4
A6, O3, O2
O5
A5, A4
A6, A4, A2
A6, A1, A2
A6, A4, A3
A6, A1, A3
A6, O3, A2
A6, O1, O4
A6, O1, O2
A6, O3, A3
A5, O3
A6, O1, A2"
29;29;29;0;1,0;"O5, A6, A3
A6, O1, A3
A5, O1
A6, A4, O4
O5, O1
A5, A1
A6, A4, O2
A6, A1, O2
A6, A1, O4
A6, O3, O4
O5, A1
A6, O3, O2
A5, A4
A6, A4, A2
A6, A1, A2
O5, A4
A6, A4, A3
A6, A1, A3
A6, O3, A2
O5, A6, O2
O5, A6, O4
O5, A5
A6, O1, O4
A6, O1, O2
A6, O3, A3
A5, O3
O5, A6, A2
A6, O1, A2
O5, O3"
57;41;30;11;0,5263157894736842;"A5, O3, O4
A5, O3, O2
O5, O2, A5
A5, A4, O2
A6, O1, A3
A5, A1, A2
O5, A3, A1
O5, A2, O1
O5, O4, O1
A6, A4, O4
A5, A1, A3
O5, A2, A1
O5, O4, A1
A6, A4, O2
A6, A1, O2
A6, A1, O4
A6, A4, A5
A6, O3, O4
O5, A3, A4
A6, A1, A5
A5, O3, A2
A5, A4, A2
O5, O2, O3
A6, O3, A5
A6, O3, O2
A5, O1, O4
A5, O1, O2
O5, A6
A5, O3, A3
A5, A4, A2
A1, A4, O4
A1, A4, A2
A1, A6, M4
A1, A5, M4
A1, A5, M3
A1, A5, M2
A1, A5, M1
A1, A5, M6
A1, A5, M7
A1, A5, M8
A1, A5, M9"
9;9;9;0;1,0;"O2
O4
A6, A5
A2
A6, O1
A6, O3
A3
A6, A1
A6, A4"
9;9;9;0;1,0;"A6, O2
A5
O1
A6, O4
O3
A6, A3
A1
A4
A6, A2"
21;21;21;0;1,0;"O5, A3, A1
O5, A2, O1
O5, O4, O1
O5, A2, A1
O5, O4, A1
O5, A3, A4
O5, O2, O3
O5, A2, A4
A5, O4
O5, O4, A4
A6
A5, O2
O5, O2, O1
O5, O2, A1
O5, A3, O3
A5, A2
O5, A2, O3
O5, O4, O3
A5, A3
O5, O2, A4
O5, A3, O1"
45;43;35;8;0,7777777777777778;"A5, O3, O4
A5, O3, O2
O5, O2, A5
A5, A4, O2
A6, O1, A3
A5, A1, A2
O5, A3, A1
O5, A2, O1
O5, O4, O1
A6, A4, O4
A5, A1, A3
O5, A2, A1
O5, O4, A1
A6, A4, O2
A6, A1, O2
A6, A1, O4
A6, A4, A5
A6, O3, O4
O5, A3, A4
A6, A1, A5
A5, O3, A2
A5, A4, A2
O5, O2, O3
A6, O3, A5
A6, O3, O2
A5, O1, O4
A5, O1, O2
A5, O3, A3
A5, A4, A3
A6, A4, A2
A6, A1, A2
A6, A4, A3
O5, A6, A4
A6, A1, A3
O5, O2
O5, O4
A6, O3, A2
A5, O1, A2
A6, O1, O2
A6, O1, O4
O5, A2
A5, O3, O4
O5, A3"
0;0;0;0;1,0;
5;5;5;0;1,0;"O2
O1
A5
O7
A1"
49;39;2;37;0,04081632653061224;"O5, A6, O3
A6, O1, A3
A5, O1
A6, A4, O4
O5, O1
A5, A1
A6, A4, O2
A6, A1, O2
A6, A1, O4
A6, A4, A5
A6, O3, O4
O5, A3, A1
O5, A2, O1
O5, O4, O1
A6, A4, O2
A6, A1, O2
A6, A1, O4
A6, A4, A2
A6, A1, A2
O5, A2, A1
O5, O4, A1
A6, A4, A3
O5, A3, A4
A6, A1, A3
O5, A2, O4
O5, A3, O1
O5, A6, A2
O5, O2, A4
O5, O2, A3
O5, O1, A4
O5, O1, A3
O5, O1, A2
O5, O2, A1
O5, O3, A1
O5, O3, A2
O5, O3, A4
O5, O3, A6
O5, O3, A5
O5, O3, A1"
29;29;29;0;1,0;"A1, A4
A5, O5
O7, A6
O1, O8
O2, O5, A2
O2, A6
O2, O5, O3
A5, A6
O1, O6
O2, O5, A3
O7, A4
A5, A4
O2, A4
A1, O8
O1, O5
A1, O6
O7, O8
O1, A6
O2, O5, O9
A5, O8
O7, O6
O2, O8
A1, O5
O1, A4
O2, O5, O4
A5, O6
O2, O6
A1, A6
O7, O5"
49;1;0;1;0,0;OpenAI Error
13;1;0;1;0,0;OpenAI Error
5;1;0;1;0,0;OpenAI Error
153;1;0;1;0,0;OpenAI Error
0;1;0;1;0,0;OpenAI Error
4;1;0;1;0,0;OpenAI Error
4;4;4;0;1,0;"M4
M3
M2, M1
M2, A1"
8;8;8;0;1,0;"M1, M4
M1, M3
M4, A1
M3, A1
M2, M3
M2, M4
M2, M1
M2, A1"
0;0;0;0;1,0;
4;4;4;0;1,0;"O3
O4
O2, O1
O2, A1"
3;3;3;0;1,0;"O2
O1
A1"
8;8;8;0;1,0;"O3, O1
O4, O1
O3, A1
O4, A1
O3, O2
O2, O4
O2, O1
O2, A1"
0;0;0;0;1,0;
3;3;3;0;1,0;"NO2
NX1
NA1"
0;0;0;0;1,0;
1;1;1;0;1,0;A1
0;0;0;0;1,0;
3;3;3;0;1,0;"A2
M1
A1"
